,0
35,"추천사┃여러분의 주거 수준을 확실하게 업그레이드하세요! _빠숑(김학렬)
프롤로그┃당신의 10년을 책임질 미래가 재건축·재개발에 있습니다!

1부
무심코 흘려보내는 시간을 돈으로 바꾸는 마법

1장 왜 지금 재건축·재개발인가?
1. 청약이 ‘로또’라는데 지금 집을 사도 괜찮을까?
_누구나 100퍼센트 청약에 당첨되는 법
2. 상승장에서 싸게 사고 하락장에서 잘 버티는 투자
_지금 바로 내 눈앞에 보이는 수익
3. 당신이 아는 바로 그 아파트가 재건축·재개발의 결과다
_꺼진 입지도 다시 보자｜한발 먼저 미래의 대장 아파트를 선점하라
4. 집이 있어도, 집이 없어도 재건축·재개발을 공부해야 하는 이유
_1주택자 갈아타기에도 최고의 전략｜앞으로 10년, 새로운 물결에 올라타라

2장 당신이 모르는 재건축·재개발이라는 기회
1. 시간이 너무 오래 걸린다는 사람들에게
_불확실성을 제거해 시간을 단축하는 방법｜B급 전략도 전략이다
2. 돈이 없어서 못 한다는 사람들에게
_초기 재개발을 노려라｜끝까지 가져가야 한다는 편견

2부
하루라도 더 빨리 미래가치를 선점하라

3장 “조합이 사업을 관리한다!” 이토록 심플한 재건축·재개발 5단계
1. 재건축과 재개발, 무엇이 다를까?
_소방차가 다닐 수 있는 길인가, 아닌가?｜재건축에만 있는 세금, 초과이익환수제
2. 1단계 정비구역 지정: 드디어 맨땅에 선이 그어졌다!
_재건축·재개발의 태동 [정비 기본계획 수립]｜재건축의 필수 관문 [안전진단]｜이제부터는 진정한 정비구역｜으?X으?X 선봉대! [조합설립 추진위원회]
#PLUS CHECK 용적률이 전부는 아니다
3. 2단계 조합설립인가: 75% 이상 뜻이 모였다! 가즈아~!
_회사를 경영한다는 마음으로｜1군 브랜드가 사업성을 대신 분석해준다 [시공사 선정]
4. 3단계 사업시행인가: 두근두근, 조감도가 보인다!
_조금만 더! 조금만 더 [건축심의]｜미래 주택의 밑그림을 그리다｜비로소 돈의 윤곽이 잡힌다 [종전자산평가(감정평가)]｜눈치 싸움에 평수가 결정된다 [조합원분양]
#PLUS CHECK 조합원분양을 포기한다면?
5. 4단계 관리처분인가: 축하합니다, 대망의 철거를 하는군요!
_‘입주권’이 되는 날｜마지막 단 한 명까지 [이주 및 철거]
#PLUS CHECK 입주권과 분양권, 무엇이 다를까?
6. 5단계 일반분양: 드디어 새 아파트에 불이 켜졌다!
_조합과 HUG의 줄다리기｜마침내 입주다 [준공 및 조합 청산]
7. 그래서 언제 사야 할까요?
#PLUS CHECK 재건축·재개발 핵심 키워드 총정리
#PLUS CHECK 투기과열지구에서 주의할 것들(feat. 조합원 지위 양도 금지, 재당첨제한)

4장 도대체 나는 얼마에 새 아파트를 사는 걸까?
1. 감정평가 전: 언제 팔아야 할 집인가?
_감정평가 전, 매수 시점에 매도 타이밍 정하기
2. 감정평가 후: 물건의 브리핑이 달라진다
_예산을 알고 나를 알아야 백전백승
3. 이주 후: 이주비 대출이 실투금을 좌우한다
_꼭 받아야 하는 대출인가?
#PLUS CHECK 숨어 있는 비례율을 찾아라
4. 동·호수 추첨 후: 이제부터는 십 원 한 장까지 확실하게!
_부담금에 가까워지는 시간
#PLUS CHECK 숨어 있는 감정평가액을 찾아라
5. 손품, 입품, 발품이 후회 없는 선택을 만든다
_손품으로 조사하기｜입품으로 조사하기｜발품으로 조사하기
6. 주눅 들 것 없다, 대출과 세금
_이주비 대출, 얼마까지 가능할까?｜부담금 대출, 얼마까지 가능할까?｜실제로 대출은 어떻게 실행될까?｜내야 할 세금도 확인해보자

3부
지도를 보면 미래의 대장 아파트가 보인다

5장 부의 급행열차가 출발했다, 서울 재건축
1. 서울의 아파트가 늙고 있다
_안전진단, 건축심의, 토지거래허가제
2. 큰 놈
강남구 & 서초구 & 용산구
_별들의 전쟁, 강남구｜재건축의 황금 텃밭, 서초구｜입지는 영원하다, 용산구
3. 갈 놈
송파구 & 영등포구 여의도동
_재건축의 모범 케이스, 송파구｜상상할 수 없는 잠재력, 영등포구 여의도동
4. 들어올 놈
양천구 목동 & 노원구 상계동
_앞서가는 형님, 양천구 목동｜순서를 기다리는 동생, 노원구 상계동

6장 앞으로 10년간 입에 닳도록 불릴 그 이름, 서울 재개발
1. 이제 잘될 일만 남았다
_4대 천왕, 천지개벽의 신호탄
2. 신흥 부촌이 될 4대 천왕
한남뉴타운 & 성수전략정비구역 & 노량진뉴타운 & 북아현뉴타운
_잠든 용이 눈을 뜨다, 한남뉴타운｜50층 한강뷰! 성수전략정비구역｜흑석·신길과 시세를 주고받는 곳, 노량진뉴타운｜서울 서북권 진짜 대장은? 북아현뉴타운
3. 그야말로 천지개벽
동대문구 & 성북구 & 상계뉴타운 & 신림뉴타운
_청량리가 달라졌다, 동대문구｜서울 최대 규모, 성북구｜아직 늦지 않았다, 노원구 상계뉴타운 & 관악구 신림뉴타운

7장 잘 키운 한 채 서울이 부럽지 않다, 경기도 재건축·재개발
1. 서울이 아니어도 오를 곳은 오른다
_4대장, 숨은 진주, 별동대
2. 경기도의 4대장
성남 & 광명 & 안양·의왕 & 수원
_함부로 대체할 수 없는, 성남｜재개발의 대명사, 광명｜이제는 쿼드러플 시대, 안양 & 의왕｜구도심의 대역전극, 수원시
3. 이제는 진가를 알아야 할 때
능곡뉴타운 & 덕소뉴타운 & 안산
_실거주가 가능하다면, 고양 능곡뉴타운｜나만 알고 싶은 한강뷰, 남양주 덕소뉴타운｜다이아몬드 철도 노선을 품은, 안산
4. 작지만 강한 별동대
구리 & 과천 & 의정부
_새 아파트가 특히 빛나는, 구리｜재건축의 천국, 과천｜연이어 불어 닥친 호재, 의정부

8장 오늘의 모습은 기억에서 지워라, 인천 재개발
1. 무주택자에게 단 한 곳만 추천한다면?
_투기과열지구인가, 아닌가?｜역세권, 브랜드 대단지, 초품아
2. 싸다, 빠르다, 많다, 다 갖췄다!
부평구 & 미추홀구
_속도로 승부하는, 부평구｜재개발의 중심이 이동 중인, 미추홀구

9장 소리 없이 강하다, 5대 광역시 재건축·재개발
1. 다시 게임이 시작되었다 부산광역시
_부산에는 부산만의 룰이 있다
#PLUS CHECK 부산광역시 재건축·재개발 추진 구역 리스트
2. 뜨거운 여름이 지나고 대구광역시
_교육열이 높은 곳에 구역도 많다
#PLUS CHECK 대구광역시 재건축·재개발 추진 구역 리스트
3. 세종과 함께 가는 대전광역시
_새 아파트에 목마르다
#PLUS CHECK 대전광역시 재건축·재개발 추진 구역 리스트
4. 아파트로 대동단결 광주광역시
_직주근접에 학주근접까지
#PLUS CHECK 광주광역시 재건축·재개발 추진 구역 리스트
5. 재건축·재개발이 귀한 울산광역시
_첫째도 교육, 둘째도 교육
#PLUS CHECK 울산광역시 재건축·재개발 추진 구역 리스트

4부
조금은 빠르게, 때로는 다같이! 대안 찾기

10장 정비사업계의 떠오르는 샛별, 리모델링
1. 30년을 꽉 안 채워도 새 아파트가 된다고?
_재건축과 리모델링, 무엇이 다른가?｜SRT급의 속도
#PLUS CHECK 서울시 리모델링 추진 단지 리스트
#PLUS CHECK 경기도 리모델링 추진 단지 리스트

11장 나누는 만큼 혜택도 많은, 공공 재개발
1. 김 장관표 ‘공공 재개발’ vs. 변 장관표 ‘공공주도 재개발’
_무조건 ‘현금청산’이 아니다｜반드시 기억해야 할 점
#PLUS CHECK ‘오 시장표’ 서울 재건축·재개발

에필로그┃이제 비로소 행동할 차례입니다"
36,"“돈이 없으니까 재건축·재개발을 하는 거예요.”
시간은 누구에게나 하루 24시간 공평하게 주어진다. 흔히들 재건축·재개발을 ‘시간으로 하는 투자’라고 이야기하는데, 이런 면에서 재건축·재개발은 지금 당장 청약 가점을 가지지 않은 청년들에게 가장 값진 자산이 된다.
돈도 없고 ‘빽’도 없는 ‘흙수저’일지라도 시간과 정보에 있어서만큼은 ‘금수저’가 되어야 한다. 돈이 다 모일 때까지 신세 한탄만 하며 기다릴 게 아니라(애초에 돈이 다 모이는 순간은 오지도 않는다), 남들보다 빨리 정보를 습득해 시간을 내 편으로 만들어야 한다. 돈이 없... 더보기"
37,"청약 가점이 없어도
100% 새 아파트에 당첨되는 방법!
_신축 공급 절벽 시대에 반드시 알아야 할 부동산 필수 지식

“청약의 신이라 불리는 저조차도 뭣 모르고 넣었던 청약에 덜컥 당첨돼 자금 사정으로 기회를 날려버린 쓰라린 기억이 있습니다. 다들 새 아파트는 포기해야 한다고 말했지요. 하지만 구축 아파트 전세살이를 하며 친구와 비교당할 아이를 생각하니 그럴 순 없었습니다. 찾고 또 찾아 마침내 ‘2008년 새 아파트 입주’라는 물건 하나를 발견했습니다. 전셋집 바로 앞에 있던 낡고 오래된 주공아파트였습니다.”

이 이야기는 대한... 더보기"
38,"★ 영국 아마존 종합 베스트셀러 1위
★ 미국 아마존, 《뉴욕타임스》, 《선데이타임스》 장기 베스트셀러
★ 전 세계 42개국 번역 출간 계약!
★〈어바웃 타임〉 제작사 영화화 확정!

“이 책들은 네가 살았을 수도 있는 모든 삶으로 들어가는 입구야.”
더 이상 자신의 하찮고 지질한 삶을 견딜 수 없었던 주인공 노라 시드가 죽기로 결심한 것은 밤 11시 22분. 그가 눈을 뜬 곳은 삶과 죽음 사이의 미스터리한 공간 ‘미드나잇 라이브러리’. 시간은 자정에서 멈춰 있다. 도서관 사서 엘름 부인의 안내로 노라는 과거에 다른 선택을 했다면 살았을 수도 있는 또 다른 삶을 살아보며, 가장 완벽한 삶을 찾는 모험을 시작한다.
“강렬한 존재감과 위대한 재능을 가진 소설가”(《뉴욕타임스》)로 평가받는 작가 매트 헤이그가 신작 《미드나잇 라이브러리》로 한국의 독자들을 찾아왔다. 20대에 심한 우울증을 겪은 이후 ‘살아야 하는 이유’에 대해 끊임없이 탐구해온 작가는, 이번 작품에서도 결코 가볍지 않은 주제에 기발한 상상력, 유머와 위트를 더해 묵직한 감동을 선사한다. 2020년 8월 출간 이후 영국에서만 70만 부 이상 판매되며 영국 아마존 종합 베스트셀러 1위에 올랐고, 미국에서도 아마존, 《뉴욕타임스》 장기 베스트셀러에 오르며 평단과 독자의 열렬한 지지를 받고 있다. SNS로도 독자들과 활발히 소통하는 작가의 팬들답게 #midnightlibrary로 독서 경험을 나누고 있는 전 세계 독자들과 함께해보는 것도 새로운 경험이 될 것이다."
39,"▶ 『미드나잇 라이브러리』 북트레일러

* 출판사의 사정에 따라 서비스가 변경 또는 중지될 수 있습니다.
*window7의 경우 사운드 연결이 없을시, 동영상 재생에 오류가 발생할 수 있습니다. 이어폰, 스피커 등이 연결되어 있는지 확인 하시고 재생하시기 바랍니다."
40,
41,이 도서는 목차가 없습니다.
42,"죽기로 결심하기 19년 전, 노라 시드는 베드퍼드에 있는 헤이즐딘 스쿨의 아늑하고 작은 도서관에 앉아 있었다. 노라는 낮은 테이블 앞에 앉아 체스판을 응시했다.
“얘, 노라, 미래가 걱정되는 건 당연해.” 도서관 사서인 엘름 부인이 햇빛을 받은 서리처럼 눈을 반짝이며 말했다.
그러고는 첫수를 두었다. 흰 폰이 일렬로 반듯하게 늘어선 줄을 나이트가 훌쩍 뛰어넘었다. “물론 시험이 걱정될 거야. 하지만 넌 원하는 건 뭐든 될 수 있어, 노라. 그 모든 가능성을 생각해봐. 얼마나 신나니.”
“네. 그러네요.”
“넌 앞날이 창창해... 더보기"
43,"“후회하는 일을 되돌릴 기회가 생긴다면
다른 선택을 해보겠니?

23시 22분. 죽기에 딱 좋은 시간.
초록의 책들이 가득한 자정의 도서관에서
가장 완벽한 삶을 찾는 여정이 시작된다!

★2020 굿리즈 베스트 픽션 1위
★2020 굿모닝 아메리카 북클럽 선정 도서
★2020 BBC 비트윈더커버스 북클럽 선정 도서
★2020 라이브러리 리즈 선정도서

어머니의 죽음, 파혼, 해고, 반려 고양이 볼츠의 죽음… 더 이상 삶을 견딜 수 없던 주인공 노라는 자살을 결심한다. 눈을 뜬 곳은 초록색 책들로 가득한 자정의 ... 더보기"
44,"《내 인생의 스프링 캠프》 《내 심장을 쏴라》 《7년의 밤》 《28》 《종의 기원》 《진이, 지니》. 발표하는 작품마다 독자들의 열광적인 지지를 받으며 한국문학의 대체불가한 작가로 자리매김한 정유정이 신작 《완전한 행복》으로 돌아왔다. 500여 쪽을 꽉 채운 압도적인 서사와 적재적소를 타격하는 속도감 있는 문장, 치밀하고 정교하게 쌓아올린 플롯과 독자의 눈에 작열하는 생생한 묘사로 정유정만의 스타일을 가감 없이 보여주는 한편, 더 완숙해진 서스펜스와 인간의 심연에 대한 밀도 높은 질문으로 가득 찬 수작이다.

《완전한 행복》은 버스도 다니지 않는 버려진 시골집에서 늪에 사는 오리들을 먹이기 위해 오리 먹이를 만드는 한 여자의 뒷모습에서 시작된다. 그녀와 딸, 그리고 그 집을 찾은 한 남자의 얼굴을 비춘다. 얼굴을 맞대고 웃고 있지만 그들이 추구하는 서로 다른 행복은 서서히 불협화음을 만들어낸다. 이 기묘한 불협화음은 늪에서 들려오는 괴기한 오리 소리와 공명하며 불안의 그림자를 드리운다. 그들은 각자 행복을 위해 노력한다. 그러나 노력할수록 더 깊이 빠져드는 늪처럼, 그림자는 점점 더 깊은 어둠으로 가족을 이끈다."
45,"▶ 『완전한 행복』 북트레일러

* 출판사의 사정에 따라 서비스가 변경 또는 중지될 수 있습니다.
*window7의 경우 사운드 연결이 없을시, 동영상 재생에 오류가 발생할 수 있습니다. 이어폰, 스피커 등이 연결되어 있는지 확인 하시고 재생하시기 바랍니다."
46,"언제부턴가 사회와 시대로부터 읽히는 수상쩍은 징후가 있었다. 자기애와 자존감, 행복에 대한 강박증이 바로 그것이다. 자기애와 자존감은 삶에 중요한 의미를 가지는 미덕이다. 다만 온 세상이 ‘너는 특별한 존재’라 외치고 있다는 점에서 이상하기 그지없었다. 물론 개인은 ‘유일무이한 존재’라는 점에서 고유성을 존중받아야 한다. 그와 함께 누구도 ‘특별한 존재’가 아니라는 점 또한 인정해야 마땅하다. 자신을 특별한 존재라고 믿는 순간, 개인은 고유한 인간이 아닌 위험한 나르시시스트가 될 수 있기 때문이다."
47,"1부 / 그녀의 오리들
1장 009
2장 052
3장 126

2부 / 그녀는 누구일까
4장 201
5장 233
6장 289

3부 / 완전한 행복
7장 337
8장 389
9장 444

에필로그 508

작가의 말 520"
48,"“엄마가 비밀이 무슨 뜻이라고 했지?”
엄마가 복습을 시키듯 물었다. 지유는 대답했다.
“아무한테도 말하면 안 되는 거요.”
“그리고?”
‘그리고?’는 이런 뜻이다. 답이 완전하지 않아. 지유는 나머지를 채웠다.
“말하면 벌을 받아요.”
-본문 12~13쪽

“행복한 순간을 하나씩 더해가면, 그 인생은 결국 행복한 거 아닌가.”
“아니, 행복은 덧셈이 아니야.”
그녀는 베란다 유리문을 물끄러미 바라봤다. 마치 먼 지평선을 넘어다보는 듯한 시선이었다. 실제로 보이는 건 유리문에 반사된 실내풍경뿐일 텐데.
“행복은 ... 더보기"
49,"“행복은 덧셈이 아니야. 행복은 뺄셈이야.
완전해질 때까지 불행의 가능성을 없애가는 거.”

《완전한 행복》은 ‘인간은 행복을 추구한다’는 일견 당연해 보이는 명제에서 출발하면서도, ‘나’의 행복이 타인의 행복과 부딪치는 순간 발생하는 잡음에 주목한다. 전작들에서 악을 체화한 인물을 그리기까지 악의 본질에 대해 천착했던 정유정은 이번 소설에서는 악인의 내면이 아니라 그가 타인에게 드리우는 검은 그림자에 초점을 맞춘다. 자기애의 늪에 빠진 나르시시스트가 자신의 행복을 위해 타인의 삶을 휘두르기 시작할 때 발현되는 일상의 악, 행... 더보기"
50,"이미 폭넓은 독자층을 형성하며 열렬한 사랑을 받고 있는 김초엽 작가는 더스트로 멸망한 이후의 세계를 첫 장편소설의 무대로 삼았다. 그는 지난해 말 플랫폼 연재를 통해 발표한 이야기를 반년이 훌쩍 넘는 시간 동안 수정하면서 한층 더 무르익도록 만들었다. 그리하여 장 구성부터 세부적인 장면은 물론 문장들까지 완전히 새롭게 탄생한 『지구 끝의 온실』이 2021년 8월 드디어 독자들을 만난다.

『지구 끝의 온실』은 자이언트북스의 네 번째 도서이다. 김중혁의 첫 시리즈 소설 『내일은 초인간』, 배명훈 장편소설 『빙글빙글 우주군』, 그리고 한국문학의 빛나는 일곱 명의 작가가 ‘즐거움’을 키워드로 쓴 단편소설을 묶은 앤솔로지 『놀이터는 24시』까지, 작가들의 자유로운 상상력을 응원하며 가장 그다운 작품을 선보일 수 있도록 해온 자이언트북스는 이번 주인공으로 김초엽의 『지구 끝의 온실』을 출간하였다."
51,
52,"프롤로그 _007
1장 모스바나 _023
2장 프림 빌리지 _111
3장 지구 끝의 온실 _245

작가의 말 _387
참고문헌 _390"
53,"아영은 그렇게 느리고 꾸물거리는 것들이 멀리 퍼져 나가는 과정을 지켜보는 것이 좋았다. 천천히 잠식하지만 강력한 것들, 제대로 살피지 않으면 정원을 다 뒤덮어버리는 식물처럼. 그 런 생물들에는 무시무시한 힘과 놀라운 생명력이, 기묘한 이야기들이 깃들어 있다는 사실을, 아영은 어린 시절부터 이미 알고 있었다.
-82쪽

“좋아요. 딱 한 번만 더 이야기를 해볼게요. 어쩌면 당신이 말한 정원의 주인은 제가 아는 사람일지도 몰라요. 당신은 답을 아직 알지는 못하지만, 답을 찾기 위해 어디로 가야 하는지 를 알지요. 그곳으로 가겠다는 생각... 더보기"
54,"“악마의 식물이 내 정원에 자라고 있는데, 이거 혹시 멸망의 징조 아니야?”
덩굴식물이 뻗어 나가는 곳, 그곳에 숨겨진 기묘한 이야기

소설은 총 세 개의 장으로 구성돼 있다. ‘1장 모스바나’에서 독자를 기다리는 인물은 2129년 더스트생태연구센터에서 연구원으로 일하는 식물생태학자 아영이다. 그는 느리지만 멀리까지 뻗어 나가는 식물들, 그리고 그 안에 깃든 놀라운 생명력과 기묘한 이야기에 매료되어 이 일을 시작하게 되었다. 과학자로서의 원칙을 잊지는 않지만, 남몰래 괴담을 좋아하여 ‘스트레인저 테일즈’에 접속하는 게 취미인 그다... 더보기"
